mu,k_1,b,bm25_ndcg_cut_10,bm25_ndcg_cut_5,bm25_p_10,lm_ndcg_cut_10,lm_ndcg_cut_5,lm_p_10,ltr_ndcg_cut_10,ltr_ndcg_cut_5,ltr_p_10
1000,0.4,0.1,0.1542068016231201,0.1203927709996376,0.0833333333333335,0.1559297007039761,0.1254047241033414,0.0812500000000002,0.7915836675499319,0.7928486184819972,0.3101190476190477
1000,0.4,0.2,0.1579376616728983,0.1244806689650078,0.0849702380952383,0.1559297007039761,0.1254047241033414,0.0812500000000002,0.7925249196334422,0.7937382923689708,0.3104166666666668
1000,0.4,0.3,0.1631228970981774,0.1303485505127649,0.0867559523809526,0.1559297007039761,0.1254047241033414,0.0812500000000002,0.7914174723002441,0.7931781201570438,0.3101190476190477
1000,0.4,0.5,0.1712964063109227,0.1378414311704563,0.0900297619047621,0.1559297007039761,0.1254047241033414,0.0812500000000002,0.7931334280412172,0.7940539382429327,0.3108630952380952
1000,0.4,0.7,0.176007368016945,0.1439922452484258,0.0916666666666669,0.1559297007039761,0.1254047241033414,0.0812500000000002,0.7920364924621458,0.7923415427895227,0.3107142857142856
1000,0.4,0.8,0.179145149973459,0.1434193489818896,0.0946428571428573,0.1559297007039761,0.1254047241033414,0.0812500000000002,0.7902064453697639,0.7911736975686117,0.3099702380952381
1000,0.4,0.9,0.1771930392172338,0.1427117371539324,0.0934523809523811,0.1559297007039761,0.1254047241033414,0.0812500000000002,0.7902761612329938,0.7907386920425297,0.3095238095238095
1000,0.7,0.1,0.1547458540251282,0.120535011936315,0.0836309523809526,0.1559297007039761,0.1254047241033414,0.0812500000000002,0.7962796634629198,0.7972421117649029,0.3116071428571429
1000,0.7,0.2,0.1588899223618895,0.125274187449876,0.0852678571428574,0.1559297007039761,0.1254047241033414,0.0812500000000002,0.7959026098651462,0.796773390578957,0.3120535714285715
1000,0.7,0.3,0.163755192578717,0.1301816454520479,0.0873511904761907,0.1559297007039761,0.1254047241033414,0.0812500000000002,0.7968814169996179,0.7974855562882652,0.3123511904761906
1000,0.7,0.5,0.1712512718009637,0.1381439336727792,0.0901785714285716,0.1559297007039761,0.1254047241033414,0.0812500000000002,0.7981708972984972,0.7985689799440026,0.3127976190476191
1000,0.7,0.7,0.1760927220148651,0.1438045573204022,0.0918154761904764,0.1559297007039761,0.1254047241033414,0.0812500000000002,0.7963889080602181,0.7966933385854362,0.3125000000000001
1000,0.7,0.8,0.1806789897635874,0.1440936139281884,0.0955357142857145,0.1559297007039761,0.1254047241033414,0.0812500000000002,0.7944482918126025,0.7947544239124728,0.3117559523809524
1000,0.7,0.9,0.1778768233390253,0.1420410433098889,0.0938988095238097,0.1559297007039761,0.1254047241033414,0.0812500000000002,0.7932067358126373,0.7932980029871948,0.3114583333333333
1000,0.8,0.1,0.1551716087644057,0.1204246104650918,0.0839285714285716,0.1559297007039761,0.1254047241033414,0.0812500000000002,0.7958009507450292,0.7961917657807498,0.3116071428571429
1000,0.8,0.2,0.159822792598651,0.1254777421486686,0.086011904761905,0.1559297007039761,0.1254047241033414,0.0812500000000002,0.7974003203629934,0.7982481247597167,0.312202380952381
1000,0.8,0.3,0.1640893472767602,0.1303458223172806,0.0875000000000002,0.1559297007039761,0.1254047241033414,0.0812500000000002,0.7969988580289052,0.7981325160651125,0.3125000000000001
1000,0.8,0.5,0.1709181455443173,0.1383519101555183,0.0897321428571431,0.1559297007039761,0.1254047241033414,0.0812500000000002,0.7990616357915935,0.7992277924717497,0.3133928571428572
1000,0.8,0.7,0.1759027344439119,0.1438916805755116,0.0918154761904764,0.1559297007039761,0.1254047241033414,0.0812500000000002,0.7980542115892203,0.798314762416676,0.3132440476190476
1000,0.8,0.8,0.1803886271177396,0.144019258928067,0.0953869047619049,0.1559297007039761,0.1254047241033414,0.0812500000000002,0.7971435474653218,0.7972673657450952,0.3126488095238096
1000,0.8,0.9,0.1775777912257463,0.1411286177754979,0.0938988095238097,0.1559297007039761,0.1254047241033414,0.0812500000000002,0.7955179280061467,0.7957302638385019,0.312202380952381
1000,1.1,0.1,0.1540658473795135,0.1199018375471492,0.0830357142857145,0.1559297007039761,0.1254047241033414,0.0812500000000002,0.7975952823145682,0.7985187585132313,0.3123511904761906
1000,1.1,0.2,0.1586052505635581,0.1235404709957059,0.0857142857142859,0.1559297007039761,0.1254047241033414,0.0812500000000002,0.7984164699279399,0.7990796278446685,0.3127976190476191
1000,1.1,0.3,0.1637875922200324,0.1301310696057615,0.0873511904761907,0.1559297007039761,0.1254047241033414,0.0812500000000002,0.8001931317482667,0.8006732711325939,0.3135416666666668
1000,1.1,0.5,0.1709490136576168,0.1391713352663213,0.0892857142857145,0.1559297007039761,0.1254047241033414,0.0812500000000002,0.8011527747112138,0.8010811999418939,0.3142857142857144
1000,1.1,0.7,0.1756420746089671,0.1437699478361748,0.0919642857142859,0.1559297007039761,0.1254047241033414,0.0812500000000002,0.7991339138882717,0.7994802962512383,0.3142857142857143
1000,1.1,0.8,0.1792076953101449,0.1429589290020438,0.0949404761904764,0.1559297007039761,0.1254047241033414,0.0812500000000002,0.7988233591336876,0.7992986641866151,0.3133928571428572
1000,1.1,0.9,0.1781858166465936,0.1423480414548293,0.0944940476190478,0.1559297007039761,0.1254047241033414,0.0812500000000002,0.7978111758238081,0.7978784538705206,0.3126488095238096
1000,1.2,0.1,0.1539714164829436,0.1199546483761514,0.0830357142857145,0.1559297007039761,0.1254047241033414,0.0812500000000002,0.7986908433723472,0.7991997892385039,0.3129464285714286
1000,1.2,0.2,0.1591646035635774,0.124076140985931,0.0858630952380954,0.1559297007039761,0.1254047241033414,0.0812500000000002,0.7984729419220755,0.7992087721035414,0.3130952380952382
1000,1.2,0.3,0.163597343302585,0.1296312385234699,0.0870535714285716,0.1559297007039761,0.1254047241033414,0.0812500000000002,0.8001151744140991,0.8005036368031897,0.3136904761904763
1000,1.2,0.5,0.1706164212842694,0.1389437455492634,0.0891369047619049,0.1559297007039761,0.1254047241033414,0.0812500000000002,0.8012122465293933,0.8014999713378734,0.3144345238095238
1000,1.2,0.7,0.1753333622846472,0.1427420079029503,0.0918154761904764,0.1559297007039761,0.1254047241033414,0.0812500000000002,0.7993509752912182,0.7992189220578643,0.3142857142857144
1000,1.2,0.8,0.1798591660706418,0.1432122316787532,0.0953869047619049,0.1559297007039761,0.1254047241033414,0.0812500000000002,0.7990908439357068,0.7987875926439966,0.3138392857142858
1000,1.2,0.9,0.1778553850125135,0.1422058768247214,0.0941964285714287,0.1559297007039761,0.1254047241033414,0.0812500000000002,0.7978299021722195,0.7969984841392774,0.3132440476190476
1000,1.3,0.1,0.1537199118677446,0.1198467174393736,0.0827380952380954,0.1559297007039761,0.1254047241033414,0.0812500000000002,0.8001100405803806,0.8006384129881686,0.3132440476190476
1000,1.3,0.2,0.1588724874951468,0.1241208357336936,0.0857142857142859,0.1559297007039761,0.1254047241033414,0.0812500000000002,0.7990444407130506,0.7995416901445651,0.3133928571428572
1000,1.3,0.3,0.1640280119892553,0.1298624799253266,0.0876488095238097,0.1559297007039761,0.1254047241033414,0.0812500000000002,0.8001427913285698,0.8007053396820781,0.3138392857142859
1000,1.3,0.5,0.1707825087803413,0.1390713471323583,0.0889880952380954,0.1559297007039761,0.1254047241033414,0.0812500000000002,0.8015519520139155,0.8019958015992531,0.3145833333333334
1000,1.3,0.7,0.176170245134851,0.1431662791856366,0.0916666666666669,0.1559297007039761,0.1254047241033414,0.0812500000000002,0.7996444007438563,0.7996397669021862,0.3145833333333334
1000,1.3,0.8,0.1801260594719387,0.1440893666252097,0.0953869047619049,0.1559297007039761,0.1254047241033414,0.0812500000000002,0.798842376704753,0.7989288405571964,0.3138392857142857
1000,1.3,0.9,0.1772022853457718,0.142302426790578,0.0937500000000002,0.1559297007039761,0.1254047241033414,0.0812500000000002,0.7979906503875249,0.7977749074154471,0.3135416666666667
1100,0.4,0.1,0.1542068016231201,0.1203927709996376,0.0833333333333335,0.1548653753014981,0.1255052784961252,0.0802083333333336,0.7909763973061482,0.7919313688226071,0.3095238095238096
1100,0.4,0.2,0.1579376616728983,0.1244806689650078,0.0849702380952383,0.1548653753014981,0.1255052784961252,0.0802083333333336,0.7914790874769703,0.7928703024357621,0.3098214285714287
1100,0.4,0.3,0.1631228970981774,0.1303485505127649,0.0867559523809526,0.1548653753014981,0.1255052784961252,0.0802083333333336,0.7901231911615496,0.791271143735664,0.3095238095238096
1100,0.4,0.5,0.1712964063109227,0.1378414311704563,0.0900297619047621,0.1548653753014981,0.1255052784961252,0.0802083333333336,0.7916289803890668,0.7929165500357132,0.3102678571428572
1100,0.4,0.7,0.176007368016945,0.1439922452484258,0.0916666666666669,0.1548653753014981,0.1255052784961252,0.0802083333333336,0.7907640834075678,0.7914294838402481,0.3101190476190475
1100,0.4,0.8,0.179145149973459,0.1434193489818896,0.0946428571428573,0.1548653753014981,0.1255052784961252,0.0802083333333336,0.7893077334567664,0.7901101949430542,0.3093749999999999
1100,0.4,0.9,0.1771930392172338,0.1427117371539324,0.0934523809523811,0.1548653753014981,0.1255052784961252,0.0802083333333336,0.788130094661326,0.7889747883628038,0.3089285714285714
1100,0.7,0.1,0.1547458540251282,0.120535011936315,0.0836309523809526,0.1548653753014981,0.1255052784961252,0.0802083333333336,0.7946347943704699,0.7954411181140951,0.3110119047619048
